Husband_age,Husband's Education Level,Husband Occupation_(grouped),Husband Ethnicity,Husband Religion,Wife's_current_age,Wife's height(centimeters),Wife's Education Level,Wife's_occupation_(grouped),Wife's Ethnicity,Wife's Religion,residence,State,Marital_Stability_Target
44.0,Graduate (B.Tech/B.Sc/BA),Sales,Caste,Hindu,45.0,148.2,Higher Secondary,Sales,Caste,Hindu,Urban,Tamil Nadu,1
53.0,Secondary or below,Sales,Tribe,Hindu,49.0,157.8,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,1
46.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,39.0,161.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Haryana,1
51.0,Secondary or below,Sales,No caste / tribe,Christian,45.0,158.0,Secondary or below,Not working,No caste / tribe,Christian,Urban,Punjab,1
30.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,26.0,166.2,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,1
35.0,Secondary or below,Skilled and unskilled manual,Caste,Muslim,32.0,159.4,Secondary or below,Not working,Caste,Muslim,Urban,Uttar Pradesh,0
45.0,Secondary or below,Sales,Caste,Hindu,37.0,163.1,Secondary or below,Not working,Caste,Hindu,Rural,Rajasthan,1
41.0,Secondary or below,Sales,Caste,Hindu,31.0,153.1,Secondary or below,Not working,Caste,Hindu,Urban,Odisha,0
45.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,42.0,139.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Kerala,0
52.0,Secondary or below,Not working,Caste,Hindu,47.0,149.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Jharkhand,1
39.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,27.0,150.4,Secondary or below,Not working,Caste,Hindu,Rural,Karnataka,1
30.0,Secondary or below,Sales,Caste,Hindu,28.0,153.4,Secondary or below,Not working,Caste,Hindu,Urban,Nct Of Delhi,1
31.0,Secondary or below,Services / household and domestic,Caste,Muslim,31.0,149.7,Secondary or below,Not working,Caste,Hindu,Urban,Gujarat,0
36.0,Secondary or below,Agricultural,Caste,Hindu,33.0,145.6,Secondary or below,Agricultural,Caste,Hindu,Rural,Maharashtra,1
35.0,Secondary or below,Agricultural,Caste,Hindu,28.0,152.3,Secondary or below,Agricultural,Caste,Hindu,Rural,Karnataka,1
46.0,Secondary or below,Agricultural,Caste,Hindu,39.0,156.3,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Telangana,0
30.0,Secondary or below,Agricultural,Tribe,Hindu,28.0,142.2,Secondary or below,Not working,Caste,Hindu,Urban,Jharkhand,1
43.0,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Buddhist / Neo-Buddhist,34.0,152.3,Higher Secondary,Not working,Caste,Buddhist / Neo-Buddhist,Rural,Maharashtra,1
30.0,Secondary or below,Sales,Caste,Hindu,22.0,148.0,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
32.0,Secondary or below,Skilled and unskilled manual,Caste,Sikh,24.0,172.4,Higher Secondary,Not working,Caste,Sikh,Rural,Haryana,0
24.0,Secondary or below,Agricultural,Caste,Hindu,24.0,153.8,Secondary or below,Agricultural,Caste,Hindu,Rural,Gujarat,1
36.0,Secondary or below,Sales,Caste,Hindu,31.0,164.2,Secondary or below,Not working,Caste,Hindu,Rural,Tamil Nadu,1
32.0,Secondary or below,Agricultural,Caste,Hindu,28.0,161.4,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,1
35.0,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Muslim,32.0,157.2,Secondary or below,Not working,No caste / tribe,Muslim,Rural,Jammu & Kashmir,0
54.0,Secondary or below,Agricultural,Caste,Hindu,49.0,151.2,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,1
50.0,Secondary or below,Agricultural,Caste,Hindu,48.0,141.3,Secondary or below,Not working,Tribe,Hindu,Rural,Rajasthan,1
30.0,Secondary or below,Skilled and unskilled manual,Caste,Other,29.0,154.2,Secondary or below,Agricultural,Caste,Hindu,Urban,Manipur,0
42.0,Secondary or below,Agricultural,Caste,Christian,38.0,162.0,Secondary or below,Clerical,Caste,Christian,Rural,Andhra Pradesh,1
50.0,Secondary or below,Other,Caste,Christian,47.0,152.8,Secondary or below,Agricultural,Caste,Christian,Rural,Kerala,0
48.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,38.0,150.1,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,0
30.0,Secondary or below,Agricultural,Caste,Hindu,26.0,165.4,Secondary or below,Agricultural,Caste,Hindu,Rural,Madhya Pradesh,1
33.0,Secondary or below,Other,No caste / tribe,Muslim,22.0,148.4,Secondary or below,Not working,No caste / tribe,Muslim,Rural,Assam,1
40.0,Secondary or below,Agricultural,Caste,Christian,40.0,152.2,Secondary or below,Skilled and unskilled manual,Caste,Christian,Rural,Gujarat,0
43.0,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,36.0,149.5,Secondary or below,Not working,Caste,Hindu,Rural,Punjab,0
29.0,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Tribe,Hindu,22.0,155.4,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Maharashtra,0
40.0,Secondary or below,Sales,Caste,Hindu,36.0,143.4,Secondary or below,Not working,Caste,Hindu,Urban,Jharkhand,1
40.0,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,34.0,152.6,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,0
43.0,Secondary or below,Agricultural,No caste / tribe,Muslim,39.0,149.3,Secondary or below,Not working,No caste / tribe,Muslim,Rural,West Bengal,1
26.0,Secondary or below,Agricultural,Caste,Muslim,20.0,152.2,Secondary or below,Not working,Caste,Muslim,Rural,Bihar,1
45.0,Secondary or below,Agricultural,Caste,Hindu,44.0,152.8,Secondary or below,Not working,Tribe,Hindu,Urban,Chhattisgarh,1
25.0,Secondary or below,Sales,Caste,Hindu,21.0,158.7,Higher Secondary,Not working,Caste,Hindu,Rural,Uttarakhand,1
37.0,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,33.0,158.4,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Hindu,Urban,Maharashtra,0
28.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,25.0,147.4,Secondary or below,Agricultural,Caste,Hindu,Rural,Assam,0
39.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,29.0,154.4,Secondary or below,Other,Caste,Hindu,Rural,Tamil Nadu,1
30.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,20.0,145.2,Higher Secondary,Not working,Caste,Hindu,Rural,Tamil Nadu,1
32.0,Secondary or below,Agricultural,Caste,Hindu,30.0,135.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Gujarat,1
51.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,47.0,154.8,Secondary or below,Not working,Caste,Hindu,Rural,Uttarakhand,0
36.0,Secondary or below,Agricultural,Caste,Hindu,34.0,160.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Gujarat,0
35.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,24.0,149.8,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,Rural,Kerala,1
50.0,Higher Secondary,Agricultural,Caste,Hindu,49.0,149.6,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
54.0,Secondary or below,Services / household and domestic,Tribe,Christian,44.0,158.2,Secondary or below,Not working,Caste,Christian,Rural,Assam,1
51.0,Secondary or below,Agricultural,No caste / tribe,Muslim,43.0,151.5,Secondary or below,Not working,No caste / tribe,Muslim,Rural,Assam,1
23.0,Secondary or below,Agricultural,Caste,Hindu,20.0,159.5,Higher Secondary,Not working,Caste,Hindu,Rural,Telangana,1
45.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,35.0,154.7,Secondary or below,Not working,Caste,Hindu,Rural,Rajasthan,0
35.0,Secondary or below,Agricultural,Caste,Hindu,31.0,153.4,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
52.0,Secondary or below,Agricultural,Caste,Hindu,48.0,152.0,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
45.0,Higher Secondary,Professional / technical / managerial,Tribe,Other,43.0,159.6,Higher Secondary,Agricultural,Tribe,Other,Rural,Arunachal Pradesh,0
35.0,Secondary or below,Professional / technical / managerial,Caste,Christian,22.0,160.3,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Christian,Rural,Tamil Nadu,1
35.0,Secondary or below,Not working,Caste,Hindu,31.0,151.0,Secondary or below,Not working,Caste,Hindu,Rural,Bihar,0
29.0,Secondary or below,Agricultural,Caste,Hindu,26.0,148.5,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,0
28.0,Higher Secondary,Services / household and domestic,Caste,Hindu,24.0,152.3,Graduate (B.Tech/B.Sc/BA),Skilled and unskilled manual,Caste,Hindu,Rural,Odisha,1
50.0,Secondary or below,Agricultural,Caste,Hindu,47.0,150.0,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
45.0,Secondary or below,Agricultural,Caste,Hindu,33.0,152.1,Secondary or below,Not working,Caste,Hindu,Rural,Tripura,0
48.0,Secondary or below,Agricultural,Caste,Muslim,39.0,136.0,Secondary or below,Agricultural,Caste,Muslim,Rural,Uttar Pradesh,1
36.0,Secondary or below,Services / household and domestic,Caste,Hindu,26.0,153.4,Secondary or below,Not working,Caste,Hindu,Urban,Tamil Nadu,0
45.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,42.0,150.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,0
35.0,Secondary or below,Agricultural,Caste,Hindu,33.0,153.9,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,0
50.0,Secondary or below,Skilled and unskilled manual,Caste,Muslim,40.0,144.4,Secondary or below,Not working,Caste,Muslim,Urban,Uttar Pradesh,1
39.0,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Hindu,32.0,152.6,Post-Graduate (MBA/MA),Not working,Caste,Hindu,Urban,Bihar,1
46.0,Secondary or below,Agricultural,Caste,Muslim,44.0,162.0,Secondary or below,Not working,Caste,Muslim,Rural,Uttar Pradesh,1
45.0,Secondary or below,Skilled and unskilled manual,Caste,Buddhist / Neo-Buddhist,32.0,149.4,Secondary or below,Not working,Tribe,Buddhist / Neo-Buddhist,Rural,Sikkim,1
31.0,Higher Secondary,Sales,Caste,Hindu,25.0,155.6,Higher Secondary,Not working,Caste,Hindu,Urban,Uttar Pradesh,0
34.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,26.0,148.9,Secondary or below,Not working,Caste,Hindu,Urban,Bihar,1
27.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,23.0,150.2,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
37.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,35.0,161.2,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Haryana,0
55.0,Secondary or below,Agricultural,Caste,Muslim,39.0,157.6,Secondary or below,Not working,Caste,Muslim,Rural,Bihar,0
51.0,Secondary or below,Agricultural,Tribe,Christian,44.0,147.7,Secondary or below,Not working,Don't know,Christian,Rural,Andaman & Nicobar Islands,0
40.0,Secondary or below,Agricultural,Tribe,Hindu,40.0,151.7,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Odisha,0
35.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,33.0,157.5,Secondary or below,Not working,Caste,Hindu,Rural,Bihar,1
35.0,Secondary or below,Professional / technical / managerial,Caste,Hindu,25.0,163.2,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Telangana,1
39.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,31.0,148.0,Secondary or below,Services / household and domestic,Caste,Hindu,Rural,Uttar Pradesh,1
48.0,Post-Graduate (MBA/MA),Agricultural,Caste,Hindu,44.0,152.6,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,0
33.0,Secondary or below,Agricultural,Caste,Hindu,31.0,153.3,Secondary or below,Agricultural,Caste,Hindu,Rural,Maharashtra,1
35.0,Secondary or below,Agricultural,Caste,Hindu,33.0,162.7,Secondary or below,Agricultural,Caste,Hindu,Rural,Jammu & Kashmir,0
40.0,Secondary or below,Sales,No caste / tribe,Muslim,35.0,152.1,Secondary or below,Not working,Caste,Muslim,Urban,Maharashtra,0
54.0,Secondary or below,Professional / technical / managerial,Caste,Hindu,41.0,144.9,Secondary or below,Sales,Caste,Hindu,Rural,Assam,0
42.0,Graduate (B.Tech/B.Sc/BA),Sales,Tribe,Christian,37.0,139.1,Higher Secondary,Not working,Caste,Hindu,Rural,Arunachal Pradesh,0
35.0,Secondary or below,Agricultural,Tribe,Hindu,30.0,148.7,Secondary or below,Agricultural,Tribe,Hindu,Rural,Assam,0
26.0,Higher Secondary,Agricultural,Caste,Hindu,23.0,162.4,Secondary or below,Not working,Caste,Hindu,Rural,Gujarat,1
47.0,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,36.0,154.8,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,0
44.0,Higher Secondary,Services / household and domestic,Caste,Hindu,36.0,152.1,Secondary or below,Services / household and domestic,Caste,Hindu,Urban,Maharashtra,0
27.0,Secondary or below,Agricultural,Caste,Hindu,25.0,144.2,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,1
48.0,Secondary or below,Sales,Caste,Muslim,43.0,167.9,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,1
44.0,Secondary or below,Agricultural,Caste,Muslim,42.0,155.4,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,1
35.0,Higher Secondary,Agricultural,Caste,Hindu,25.0,145.3,Secondary or below,Not working,Caste,Hindu,Rural,Rajasthan,0
50.0,Secondary or below,Agricultural,Caste,Hindu,42.0,140.7,Secondary or below,Not working,Caste,Hindu,Urban,Uttar Pradesh,0
40.0,Secondary or below,Agricultural,Caste,Hindu,40.0,144.4,Secondary or below,Not working,Tribe,Hindu,Rural,Madhya Pradesh,1
28.0,Secondary or below,Skilled and unskilled manual,Caste,Muslim,27.0,148.4,Secondary or below,Not working,Caste,Muslim,Rural,Bihar,1
39.0,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,33.0,153.8,Secondary or below,Agricultural,Caste,Hindu,Rural,Odisha,0
30.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,24.0,152.4,Secondary or below,Not working,Caste,Hindu,Rural,Bihar,0
35.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,30.0,160.9,Secondary or below,Not working,Caste,Hindu,Rural,Assam,1
30.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,27.0,150.2,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
25.0,Secondary or below,Sales,Caste,Muslim,22.0,138.7,Secondary or below,Not working,Caste,Muslim,Rural,West Bengal,0
45.0,Secondary or below,Agricultural,Caste,Hindu,42.0,150.5,Secondary or below,Agricultural,Caste,Hindu,Rural,Maharashtra,1
30.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,25.0,154.1,Higher Secondary,Sales,Caste,Hindu,Urban,Bihar,1
40.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,28.0,151.7,Secondary or below,Not working,Caste,Hindu,Urban,Puducherry,1
48.0,Secondary or below,Skilled and unskilled manual,No caste / tribe,Christian,35.0,162.5,Higher Secondary,Not working,Caste,Christian,Urban,Gujarat,0
27.0,Graduate (B.Tech/B.Sc/BA),Clerical,Caste,Hindu,24.0,159.1,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,Maharashtra,1
40.0,Secondary or below,Skilled and unskilled manual,Tribe,Buddhist / Neo-Buddhist,36.0,165.6,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Sikkim,0
28.0,Secondary or below,Other,Caste,Muslim,21.0,153.4,Secondary or below,Not working,Caste,Muslim,Urban,Manipur,1
30.0,Secondary or below,Agricultural,Caste,Hindu,25.0,148.4,Secondary or below,Not working,Tribe,Hindu,Rural,Uttar Pradesh,1
40.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,37.0,154.3,Secondary or below,Not working,Caste,Hindu,Urban,Uttar Pradesh,1
42.0,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,36.0,148.6,Secondary or below,Services / household and domestic,Caste,Hindu,Urban,Chhattisgarh,1
45.0,Secondary or below,Agricultural,No caste / tribe,Muslim,30.0,146.8,Secondary or below,Not working,No caste / tribe,Muslim,Rural,West Bengal,1
42.0,Secondary or below,Skilled and unskilled manual,Tribe,Hindu,38.0,156.5,Secondary or below,Not working,Caste,Hindu,Rural,Chhattisgarh,1
35.0,Higher Secondary,Agricultural,Tribe,Other,29.0,158.0,Secondary or below,Agricultural,Tribe,Other,Rural,Arunachal Pradesh,1
47.0,Higher Secondary,Services / household and domestic,Caste,Muslim,40.0,144.7,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Muslim,Urban,Jammu & Kashmir,1
40.0,Secondary or below,Services / household and domestic,No caste / tribe,Hindu,36.0,148.2,Higher Secondary,Not working,Caste,Hindu,Urban,Maharashtra,1
33.0,Secondary or below,Not working,Caste,Hindu,33.0,133.9,Secondary or below,Services / household and domestic,Caste,Hindu,Rural,Telangana,0
42.0,Secondary or below,Sales,Caste,Muslim,38.0,149.3,Secondary or below,Not working,Caste,Muslim,Rural,Jharkhand,0
29.0,Secondary or below,Other,Caste,Hindu,24.0,146.4,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,1
32.0,Higher Secondary,Agricultural,Caste,Sikh,31.0,160.1,Secondary or below,Not working,Caste,Sikh,Rural,Punjab,0
45.0,Higher Secondary,Sales,Caste,Hindu,36.0,152.9,Higher Secondary,Services / household and domestic,Caste,Hindu,Urban,Assam,1
26.0,Secondary or below,Skilled and unskilled manual,Tribe,Christian,24.0,144.5,Higher Secondary,Skilled and unskilled manual,Tribe,Christian,Rural,Meghalaya,1
21.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,23.0,154.8,Secondary or below,Agricultural,Caste,Hindu,Rural,Gujarat,1
48.0,Secondary or below,Services / household and domestic,No caste / tribe,Muslim,45.0,145.1,Secondary or below,Not working,Caste,Hindu,Urban,Maharashtra,0
50.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,48.0,148.3,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Odisha,0
40.0,Secondary or below,Agricultural,Tribe,Other,38.0,153.4,Secondary or below,Agricultural,Tribe,Other,Rural,Meghalaya,0
43.0,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Hindu,41.0,154.3,Secondary or below,Agricultural,Caste,Hindu,Urban,Chhattisgarh,0
26.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,23.0,155.5,Higher Secondary,Not working,Caste,Hindu,Urban,Dadra & Nagar Haveli And Daman & Diu,0
50.0,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Hindu,42.0,151.6,Post-Graduate (MBA/MA),Not working,Caste,Hindu,Rural,Maharashtra,0
50.0,Secondary or below,Agricultural,Caste,Hindu,43.0,157.4,Secondary or below,Sales,Caste,Hindu,Rural,Uttar Pradesh,0
36.0,Secondary or below,Agricultural,Caste,Hindu,33.0,149.3,Secondary or below,Not working,Caste,Hindu,Rural,Bihar,1
36.0,Secondary or below,Services / household and domestic,Caste,Hindu,36.0,144.8,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,0
47.0,Secondary or below,Agricultural,Tribe,Hindu,39.0,144.8,Secondary or below,Not working,Tribe,Hindu,Rural,Odisha,0
36.0,Secondary or below,Clerical,Caste,Hindu,30.0,152.1,Higher Secondary,Not working,Caste,Hindu,Urban,Arunachal Pradesh,1
26.0,Higher Secondary,Clerical,Caste,Hindu,24.0,156.4,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
47.0,Post-Graduate (MBA/MA),Not working,Caste,Hindu,41.0,160.7,Post-Graduate (MBA/MA),Not working,Caste,Hindu,Rural,Maharashtra,0
52.0,Higher Secondary,Professional / technical / managerial,Tribe,Christian,47.0,159.2,Secondary or below,Not working,Tribe,Christian,Rural,Mizoram,0
51.0,Secondary or below,Services / household and domestic,Caste,Hindu,44.0,150.9,Secondary or below,Sales,Caste,Hindu,Urban,Telangana,0
47.0,Secondary or below,Agricultural,Caste,Hindu,45.0,161.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Maharashtra,0
30.0,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,27.0,152.1,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,0
35.0,Secondary or below,Agricultural,Caste,Hindu,32.0,153.0,Secondary or below,Not working,Caste,Hindu,Urban,Uttar Pradesh,0
44.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,37.0,160.3,Secondary or below,Services / household and domestic,Caste,Hindu,Urban,Chandigarh,1
50.0,Secondary or below,Not working,Caste,Hindu,44.0,146.4,Secondary or below,Agricultural,Caste,Hindu,Rural,Bihar,1
23.0,Secondary or below,Sales,No caste / tribe,Muslim,19.0,146.2,Higher Secondary,Not working,Caste,Muslim,Urban,Maharashtra,0
30.0,Secondary or below,Other,Caste,Muslim,21.0,144.5,Secondary or below,Not working,Caste,Muslim,Urban,Gujarat,1
